2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.997539528235308026e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.290746047176468778e+02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 1.141224445739876927e+02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 7.244055348140975070e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.251200194460253101e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.755179616033747081e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 6.474257730611274297e+00 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 4.587717000968437731e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 9.919677609936690033e+01 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000486e-02 8.394079192358875119e+00 2.500000000000000139e-02 2.500000000000000139e-02 9.331797204535649826e+01 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 1.736294876228463480e+01 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000486e-02 4.381936815176949551e+01 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 5.162777131029582023e+01 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 8.627860537934674667e+00 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 1.412369234853027535e+02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.381307651469730224e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 4.067905278338270314e+00 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 6.499201001630753183e+01 5.866287970434250987e+00 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 5.676107698532953805e+01 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 5.243771974959043547e+01 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000486e-02 1.139268099375662331e+02 2.500000000000000139e-02 2.500000000000000486e-02 3.829421327842980816e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.385397678400402377e+01 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 1.283963389173437406e+02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 1.065366108265625300e+01 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000001180e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02
2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 3.418832193093046090e+00 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.496311678069069444e+02 2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000486e-02 2.500000000000000139e-02 2.500000000000000139e-02
